DataPoint,Cycle Index,Step Index,Step Type,Time,Total Time,Current(A),Voltage(V),Capacity(Ah),Spec. Cap.(mAh/g),Chg. Cap.(Ah),Chg. Spec. Cap.(mAh/g),DChg. Cap.(Ah),DChg. Spec. Cap.(mAh/g),Energy(Wh),Spec. Energy(mWh/g),Chg. Energy(Wh),Chg. Spec. Energy(mWh/g),DChg. Energy(Wh),DChg. Spec. Energy(mWh/g),Date,Power(W),dQ/dV(mAh/V),dQm/dV(mAh/V.g),Contact resistance(mO),Module start-stop switch,SOC/DOD(%),LgD
3391,2,2,CC DChg,05:46:00,28:12:44,-0.0006600,0.2450,0.0038062,487.35,0.0000000,0.00,0.0038062,487.35,0.0011451,146.61,0.0000000,0.00,0.0011451,146.61,2023-07-01 21:36:25,-0.0001617,-27.5022,-3521.4113,0,Close,53.84,
3392,2,2,CC DChg,05:46:30,28:13:14,-0.0006600,0.2449,0.0038117,488.05,0.0000000,0.00,0.0038117,488.05,0.0011464,146.79,0.0000000,0.00,0.0011464,146.79,2023-07-01 21:36:55,-0.0001616,-55.0044,-7042.8226,0,Close,53.92,
3393,2,2,CC DChg,05:47:00,28:13:44,-0.0006600,0.2448,0.0038172,488.75,0.0000000,0.00,0.0038172,488.75,0.0011477,146.96,0.0000000,0.00,0.0011477,146.96,2023-07-01 21:37:25,-0.0001616,-55.0009,-7042.3673,0,Close,54.00,
3394,2,2,CC DChg,05:47:30,28:14:14,-0.0006600,0.2447,0.0038227,489.46,0.0000000,0.00,0.0038227,489.46,0.0011491,147.13,0.0000000,0.00,0.0011491,147.13,2023-07-01 21:37:55,-0.0001615,-55.0009,-7042.3673,0,Close,54.08,
3395,2,2,CC DChg,05:48:00,28:14:44,-0.0006600,0.2446,0.0038282,490.16,0.0000000,0.00,0.0038282,490.16,0.0011504,147.30,0.0000000,0.00,0.0011504,147.30,2023-07-01 21:38:25,-0.0001614,-55.0044,-7042.8226,0,Close,54.15,
3396,2,2,CC DChg,05:48:30,28:15:14,-0.0006600,0.2445,0.0038337,490.87,0.0000000,0.00,0.0038337,490.87,0.0011518,147.48,0.0000000,0.00,0.0011518,147.48,2023-07-01 21:38:55,-0.0001614,-55.0009,-7042.3673,0,Close,54.23,
3397,2,2,CC DChg,05:49:00,28:15:44,-0.0006600,0.2444,0.0038392,491.57,0.0000000,0.00,0.0038392,491.57,0.0011531,147.65,0.0000000,0.00,0.0011531,147.65,2023-07-01 21:39:25,-0.0001613,-55.0044,-7042.8226,0,Close,54.31,
3398,2,2,CC DChg,05:49:30,28:16:14,-0.0006600,0.2443,0.0038447,492.27,0.0000000,0.00,0.0038447,492.27,0.0011545,147.82,0.0000000,0.00,0.0011545,147.82,2023-07-01 21:39:55,-0.0001612,-55.0009,-7042.3673,0,Close,54.39,
3399,2,2,CC DChg,05:50:00,28:16:44,-0.0006600,0.2442,0.0038502,492.98,0.0000000,0.00,0.0038502,492.98,0.0011558,147.99,0.0000000,0.00,0.0011558,147.99,2023-07-01 21:40:25,-0.0001612,-55.0009,-7042.3673,0,Close,54.46,
3400,2,2,CC DChg,05:50:30,28:17:14,-0.0006600,0.2441,0.0038557,493.68,0.0000000,0.00,0.0038557,493.68,0.0011572,148.16,0.0000000,0.00,0.0011572,148.16,2023-07-01 21:40:55,-0.0001611,-55.0044,-7042.8226,0,Close,54.54,
3401,2,2,CC DChg,05:51:00,28:17:44,-0.0006600,0.2439,0.0038612,494.39,0.0000000,0.00,0.0038612,494.39,0.0011585,148.34,0.0000000,0.00,0.0011585,148.34,2023-07-01 21:41:25,-0.0001610,-27.5022,-3521.4113,0,Close,54.62,
3402,2,2,CC DChg,05:51:30,28:18:14,-0.0006600,0.2438,0.0038667,495.09,0.0000000,0.00,0.0038667,495.09,0.0011598,148.51,0.0000000,0.00,0.0011598,148.51,2023-07-01 21:41:55,-0.0001609,-55.0009,-7042.3673,0,Close,54.70,
3403,2,2,CC DChg,05:52:00,28:18:44,-0.0006600,0.2437,0.0038722,495.80,0.0000000,0.00,0.0038722,495.80,0.0011612,148.68,0.0000000,0.00,0.0011612,148.68,2023-07-01 21:42:25,-0.0001608,-55.0009,-7042.3673,0,Close,54.78,
3404,2,2,CC DChg,05:52:30,28:19:14,-0.0006600,0.2436,0.0038777,496.50,0.0000000,0.00,0.0038777,496.50,0.0011625,148.85,0.0000000,0.00,0.0011625,148.85,2023-07-01 21:42:55,-0.0001608,-55.0044,-7042.8226,0,Close,54.85,
3405,2,2,CC DChg,05:53:00,28:19:44,-0.0006600,0.2435,0.0038832,497.20,0.0000000,0.00,0.0038832,497.20,0.0011639,149.02,0.0000000,0.00,0.0011639,149.02,2023-07-01 21:43:25,-0.0001607,-55.0009,-7042.3673,0,Close,54.93,
3406,2,2,CC DChg,05:53:30,28:20:14,-0.0006600,0.2434,0.0038887,497.91,0.0000000,0.00,0.0038887,497.91,0.0011652,149.19,0.0000000,0.00,0.0011652,149.19,2023-07-01 21:43:55,-0.0001606,-55.0044,-7042.8226,0,Close,55.01,
3407,2,2,CC DChg,05:54:00,28:20:44,-0.0006600,0.2433,0.0038942,498.61,0.0000000,0.00,0.0038942,498.61,0.0011665,149.36,0.0000000,0.00,0.0011665,149.36,2023-07-01 21:44:25,-0.0001606,-55.0009,-7042.3673,0,Close,55.09,
3408,2,2,CC DChg,05:54:30,28:21:14,-0.0006600,0.2432,0.0038997,499.32,0.0000000,0.00,0.0038997,499.32,0.0011679,149.54,0.0000000,0.00,0.0011679,149.54,2023-07-01 21:44:55,-0.0001605,-55.0009,-7042.3673,0,Close,55.16,
3409,2,2,CC DChg,05:55:00,28:21:44,-0.0006600,0.2431,0.0039052,500.02,0.0000000,0.00,0.0039052,500.02,0.0011692,149.71,0.0000000,0.00,0.0011692,149.71,2023-07-01 21:45:25,-0.0001605,-55.0080,-7043.2778,0,Close,55.24,
3410,2,2,CC DChg,05:55:30,28:22:14,-0.0006600,0.2430,0.0039107,500.73,0.0000000,0.00,0.0039107,500.73,0.0011706,149.88,0.0000000,0.00,0.0011706,149.88,2023-07-01 21:45:55,-0.0001604,-55.0009,-7042.3673,0,Close,55.32,
3411,2,2,CC DChg,05:56:00,28:22:44,-0.0006600,0.2429,0.0039162,501.43,0.0000000,0.00,0.0039162,501.43,0.0011719,150.05,0.0000000,0.00,0.0011719,150.05,2023-07-01 21:46:25,-0.0001603,-54.9973,-7041.9121,0,Close,55.40,
3412,2,2,CC DChg,05:56:30,28:23:14,-0.0006600,0.2428,0.0039217,502.13,0.0000000,0.00,0.0039217,502.13,0.0011732,150.22,0.0000000,0.00,0.0011732,150.22,2023-07-01 21:46:55,-0.0001603,-55.0080,-7043.2778,0,Close,55.48,
3413,2,2,CC DChg,05:57:00,28:23:44,-0.0006600,0.2426,0.0039272,502.84,0.0000000,0.00,0.0039272,502.84,0.0011746,150.39,0.0000000,0.00,0.0011746,150.39,2023-07-01 21:47:25,-0.0001601,-27.5004,-3521.1837,0,Close,55.55,
3414,2,2,CC DChg,05:57:30,28:24:14,-0.0006600,0.2425,0.0039327,503.54,0.0000000,0.00,0.0039327,503.54,0.0011759,150.56,0.0000000,0.00,0.0011759,150.56,2023-07-01 21:47:55,-0.0001601,-55.0009,-7042.3673,0,Close,55.63,
3415,2,2,CC DChg,05:58:00,28:24:44,-0.0006600,0.2424,0.0039382,504.25,0.0000000,0.00,0.0039382,504.25,0.0011772,150.73,0.0000000,0.00,0.0011772,150.73,2023-07-01 21:48:25,-0.0001600,-55.0044,-7042.8226,0,Close,55.71,
3416,2,2,CC DChg,05:58:30,28:25:14,-0.0006600,0.2423,0.0039437,504.95,0.0000000,0.00,0.0039437,504.95,0.0011786,150.90,0.0000000,0.00,0.0011786,150.90,2023-07-01 21:48:55,-0.0001599,-55.0009,-7042.3673,0,Close,55.79,
3417,2,2,CC DChg,05:59:00,28:25:44,-0.0006600,0.2422,0.0039492,505.66,0.0000000,0.00,0.0039492,505.66,0.0011799,151.07,0.0000000,0.00,0.0011799,151.07,2023-07-01 21:49:25,-0.0001599,-55.0044,-7042.8226,0,Close,55.86,
3418,2,2,CC DChg,05:59:30,28:26:14,-0.0006600,0.2421,0.0039547,506.36,0.0000000,0.00,0.0039547,506.36,0.0011812,151.24,0.0000000,0.00,0.0011812,151.24,2023-07-01 21:49:55,-0.0001598,-55.0009,-7042.3673,0,Close,55.94,
3419,2,2,CC DChg,06:00:00,28:26:44,-0.0006600,0.2420,0.0039602,507.06,0.0000000,0.00,0.0039602,507.06,0.0011826,151.42,0.0000000,0.00,0.0011826,151.42,2023-07-01 21:50:25,-0.0001597,-55.0009,-7042.3673,0,Close,56.02,
3420,2,2,CC DChg,06:00:30,28:27:14,-0.0006600,0.2418,0.0039657,507.77,0.0000000,0.00,0.0039657,507.77,0.0011839,151.59,0.0000000,0.00,0.0011839,151.59,2023-07-01 21:50:55,-0.0001596,-27.5022,-3521.4113,0,Close,56.10,
3421,2,2,CC DChg,06:01:00,28:27:44,-0.0006600,0.2417,0.0039712,508.47,0.0000000,0.00,0.0039712,508.47,0.0011852,151.76,0.0000000,0.00,0.0011852,151.76,2023-07-01 21:51:25,-0.0001595,-55.0009,-7042.3673,0,Close,56.18,
3422,2,2,CC DChg,06:01:30,28:28:14,-0.0006600,0.2416,0.0039767,509.18,0.0000000,0.00,0.0039767,509.18,0.0011865,151.93,0.0000000,0.00,0.0011865,151.93,2023-07-01 21:51:55,-0.0001595,-55.0009,-7042.3673,0,Close,56.25,
3423,2,2,CC DChg,06:02:00,28:28:44,-0.0006600,0.2415,0.0039822,509.88,0.0000000,0.00,0.0039822,509.88,0.0011879,152.10,0.0000000,0.00,0.0011879,152.10,2023-07-01 21:52:25,-0.0001594,-55.0044,-7042.8226,0,Close,56.33,
3424,2,2,CC DChg,06:02:30,28:29:14,-0.0006600,0.2414,0.0039877,510.59,0.0000000,0.00,0.0039877,510.59,0.0011892,152.27,0.0000000,0.00,0.0011892,152.27,2023-07-01 21:52:55,-0.0001593,-55.0009,-7042.3673,0,Close,56.41,
3425,2,2,CC DChg,06:03:00,28:29:44,-0.0006600,0.2413,0.0039932,511.29,0.0000000,0.00,0.0039932,511.29,0.0011905,152.44,0.0000000,0.00,0.0011905,152.44,2023-07-01 21:53:25,-0.0001593,-55.0009,-7042.3673,0,Close,56.49,
3426,2,2,CC DChg,06:03:30,28:30:14,-0.0006600,0.2412,0.0039987,511.99,0.0000000,0.00,0.0039987,511.99,0.0011919,152.61,0.0000000,0.00,0.0011919,152.61,2023-07-01 21:53:55,-0.0001592,-55.0044,-7042.8226,0,Close,56.56,
3427,2,2,CC DChg,06:04:00,28:30:44,-0.0006600,0.2411,0.0040042,512.70,0.0000000,0.00,0.0040042,512.70,0.0011932,152.78,0.0000000,0.00,0.0011932,152.78,2023-07-01 21:54:25,-0.0001591,-55.0009,-7042.3673,0,Close,56.64,
3428,2,2,CC DChg,06:04:30,28:31:14,-0.0006600,0.2409,0.0040097,513.40,0.0000000,0.00,0.0040097,513.40,0.0011945,152.95,0.0000000,0.00,0.0011945,152.95,2023-07-01 21:54:55,-0.0001590,-27.5004,-3521.1837,0,Close,56.72,
3429,2,2,CC DChg,06:05:00,28:31:44,-0.0006600,0.2408,0.0040152,514.11,0.0000000,0.00,0.0040152,514.11,0.0011958,153.12,0.0000000,0.00,0.0011958,153.12,2023-07-01 21:55:25,-0.0001589,-55.0044,-7042.8226,0,Close,56.80,
3430,2,2,CC DChg,06:05:30,28:32:14,-0.0006600,0.2407,0.0040207,514.81,0.0000000,0.00,0.0040207,514.81,0.0011972,153.29,0.0000000,0.00,0.0011972,153.29,2023-07-01 21:55:55,-0.0001589,-55.0009,-7042.3673,0,Close,56.88,
3431,2,2,CC DChg,06:06:00,28:32:44,-0.0006600,0.2406,0.0040262,515.52,0.0000000,0.00,0.0040262,515.52,0.0011985,153.45,0.0000000,0.00,0.0011985,153.45,2023-07-01 21:56:25,-0.0001588,-55.0044,-7042.8226,0,Close,56.95,
3432,2,2,CC DChg,06:06:30,28:33:14,-0.0006600,0.2405,0.0040317,516.22,0.0000000,0.00,0.0040317,516.22,0.0011998,153.62,0.0000000,0.00,0.0011998,153.62,2023-07-01 21:56:55,-0.0001587,-55.0009,-7042.3673,0,Close,57.03,
3433,2,2,CC DChg,06:07:00,28:33:44,-0.0006600,0.2404,0.0040372,516.92,0.0000000,0.00,0.0040372,516.92,0.0012011,153.79,0.0000000,0.00,0.0012011,153.79,2023-07-01 21:57:25,-0.0001587,-55.0044,-7042.8226,0,Close,57.11,
3434,2,2,CC DChg,06:07:30,28:34:14,-0.0006600,0.2403,0.0040427,517.63,0.0000000,0.00,0.0040427,517.63,0.0012024,153.96,0.0000000,0.00,0.0012024,153.96,2023-07-01 21:57:55,-0.0001586,-55.0009,-7042.3673,0,Close,57.19,
3435,2,2,CC DChg,06:08:00,28:34:44,-0.0006600,0.2402,0.0040482,518.33,0.0000000,0.00,0.0040482,518.33,0.0012038,154.13,0.0000000,0.00,0.0012038,154.13,2023-07-01 21:58:25,-0.0001585,-55.0009,-7042.3673,0,Close,57.27,
3436,2,2,CC DChg,06:08:30,28:35:14,-0.0006600,0.2401,0.0040537,519.04,0.0000000,0.00,0.0040537,519.04,0.0012051,154.30,0.0000000,0.00,0.0012051,154.30,2023-07-01 21:58:55,-0.0001585,-55.0044,-7042.8226,0,Close,57.34,
3437,2,2,CC DChg,06:09:00,28:35:44,-0.0006600,0.2400,0.0040592,519.74,0.0000000,0.00,0.0040592,519.74,0.0012064,154.47,0.0000000,0.00,0.0012064,154.47,2023-07-01 21:59:25,-0.0001584,-55.0009,-7042.3673,0,Close,57.42,
3438,2,2,CC DChg,06:09:30,28:36:14,-0.0006600,0.2398,0.0040647,520.45,0.0000000,0.00,0.0040647,520.45,0.0012077,154.64,0.0000000,0.00,0.0012077,154.64,2023-07-01 21:59:55,-0.0001583,-27.5004,-3521.1837,0,Close,57.50,
3439,2,2,CC DChg,06:10:00,28:36:44,-0.0006600,0.2397,0.0040702,521.15,0.0000000,0.00,0.0040702,521.15,0.0012090,154.81,0.0000000,0.00,0.0012090,154.81,2023-07-01 22:00:25,-0.0001582,-55.0044,-7042.8226,0,Close,57.58,
3440,2,2,CC DChg,06:10:30,28:37:14,-0.0006600,0.2396,0.0040757,521.85,0.0000000,0.00,0.0040757,521.85,0.0012104,154.98,0.0000000,0.00,0.0012104,154.98,2023-07-01 22:00:55,-0.0001581,-55.0009,-7042.3673,0,Close,57.65,
3441,2,2,CC DChg,06:11:00,28:37:44,-0.0006600,0.2395,0.0040812,522.56,0.0000000,0.00,0.0040812,522.56,0.0012117,155.15,0.0000000,0.00,0.0012117,155.15,2023-07-01 22:01:25,-0.0001581,-55.0044,-7042.8226,0,Close,57.73,
3442,2,2,CC DChg,06:11:30,28:38:14,-0.0006600,0.2394,0.0040867,523.26,0.0000000,0.00,0.0040867,523.26,0.0012130,155.31,0.0000000,0.00,0.0012130,155.31,2023-07-01 22:01:55,-0.0001580,-55.0044,-7042.8226,0,Close,57.81,
3443,2,2,CC DChg,06:12:00,28:38:44,-0.0006600,0.2393,0.0040922,523.97,0.0000000,0.00,0.0040922,523.97,0.0012143,155.48,0.0000000,0.00,0.0012143,155.48,2023-07-01 22:02:25,-0.0001579,-54.9973,-7041.9121,0,Close,57.89,
3444,2,2,CC DChg,06:12:30,28:39:14,-0.0006600,0.2392,0.0040977,524.67,0.0000000,0.00,0.0040977,524.67,0.0012156,155.65,0.0000000,0.00,0.0012156,155.65,2023-07-01 22:02:55,-0.0001579,-55.0044,-7042.8226,0,Close,57.97,
3445,2,2,CC DChg,06:13:00,28:39:44,-0.0006600,0.2390,0.0041032,525.37,0.0000000,0.00,0.0041032,525.37,0.0012169,155.82,0.0000000,0.00,0.0012169,155.82,2023-07-01 22:03:25,-0.0001577,-27.5022,-3521.4113,0,Close,58.04,
3446,2,2,CC DChg,06:13:30,28:40:14,-0.0006600,0.2389,0.0041087,526.08,0.0000000,0.00,0.0041087,526.08,0.0012183,155.99,0.0000000,0.00,0.0012183,155.99,2023-07-01 22:03:55,-0.0001577,-55.0009,-7042.3673,0,Close,58.12,
3447,2,2,CC DChg,06:14:00,28:40:44,-0.0006600,0.2388,0.0041142,526.78,0.0000000,0.00,0.0041142,526.78,0.0012196,156.16,0.0000000,0.00,0.0012196,156.16,2023-07-01 22:04:25,-0.0001576,-55.0009,-7042.3673,0,Close,58.20,
3448,2,2,CC DChg,06:14:30,28:41:14,-0.0006600,0.2387,0.0041197,527.49,0.0000000,0.00,0.0041197,527.49,0.0012209,156.32,0.0000000,0.00,0.0012209,156.32,2023-07-01 22:04:55,-0.0001575,-55.0044,-7042.8226,0,Close,58.28,
3449,2,2,CC DChg,06:15:00,28:41:44,-0.0006600,0.2386,0.0041252,528.19,0.0000000,0.00,0.0041252,528.19,0.0012222,156.49,0.0000000,0.00,0.0012222,156.49,2023-07-01 22:05:25,-0.0001575,-55.0044,-7042.8226,0,Close,58.35,
3450,2,2,CC DChg,06:15:30,28:42:14,-0.0006600,0.2385,0.0041307,528.90,0.0000000,0.00,0.0041307,528.90,0.0012235,156.66,0.0000000,0.00,0.0012235,156.66,2023-07-01 22:05:55,-0.0001574,-55.0009,-7042.3673,0,Close,58.43,
3451,2,2,CC DChg,06:16:00,28:42:44,-0.0006600,0.2384,0.0041362,529.60,0.0000000,0.00,0.0041362,529.60,0.0012248,156.83,0.0000000,0.00,0.0012248,156.83,2023-07-01 22:06:25,-0.0001574,-55.0009,-7042.3673,0,Close,58.51,
3452,2,2,CC DChg,06:16:30,28:43:14,-0.0006600,0.2383,0.0041417,530.30,0.0000000,0.00,0.0041417,530.30,0.0012261,157.00,0.0000000,0.00,0.0012261,157.00,2023-07-01 22:06:55,-0.0001573,-55.0044,-7042.8226,0,Close,58.59,
3453,2,2,CC DChg,06:17:00,28:43:44,-0.0006600,0.2381,0.0041472,531.01,0.0000000,0.00,0.0041472,531.01,0.0012274,157.16,0.0000000,0.00,0.0012274,157.16,2023-07-01 22:07:25,-0.0001572,-27.5004,-3521.1837,0,Close,58.67,
3454,2,2,CC DChg,06:17:30,28:44:14,-0.0006600,0.2380,0.0041527,531.71,0.0000000,0.00,0.0041527,531.71,0.0012288,157.33,0.0000000,0.00,0.0012288,157.33,2023-07-01 22:07:55,-0.0001571,-55.0009,-7042.3673,0,Close,58.74,
3455,2,2,CC DChg,06:18:00,28:44:44,-0.0006600,0.2379,0.0041582,532.42,0.0000000,0.00,0.0041582,532.42,0.0012301,157.50,0.0000000,0.00,0.0012301,157.50,2023-07-01 22:08:25,-0.0001570,-55.0044,-7042.8226,0,Close,58.82,
3456,2,2,CC DChg,06:18:30,28:45:14,-0.0006600,0.2378,0.0041637,533.12,0.0000000,0.00,0.0041637,533.12,0.0012314,157.67,0.0000000,0.00,0.0012314,157.67,2023-07-01 22:08:55,-0.0001570,-55.0044,-7042.8226,0,Close,58.90,
3457,2,2,CC DChg,06:19:00,28:45:44,-0.0006600,0.2376,0.0041692,533.83,0.0000000,0.00,0.0041692,533.83,0.0012327,157.83,0.0000000,0.00,0.0012327,157.83,2023-07-01 22:09:25,-0.0001568,-27.5004,-3521.1837,0,Close,58.98,
3458,2,2,CC DChg,06:19:30,28:46:14,-0.0006600,0.2375,0.0041747,534.53,0.0000000,0.00,0.0041747,534.53,0.0012340,158.00,0.0000000,0.00,0.0012340,158.00,2023-07-01 22:09:55,-0.0001568,-55.0044,-7042.8226,0,Close,59.05,
3459,2,2,CC DChg,06:20:00,28:46:44,-0.0006600,0.2374,0.0041802,535.23,0.0000000,0.00,0.0041802,535.23,0.0012353,158.17,0.0000000,0.00,0.0012353,158.17,2023-07-01 22:10:25,-0.0001567,-55.0044,-7042.8226,0,Close,59.13,
3460,2,2,CC DChg,06:20:30,28:47:14,-0.0006600,0.2373,0.0041857,535.94,0.0000000,0.00,0.0041857,535.94,0.0012366,158.34,0.0000000,0.00,0.0012366,158.34,2023-07-01 22:10:55,-0.0001566,-54.9973,-7041.9121,0,Close,59.21,
3461,2,2,CC DChg,06:21:00,28:47:44,-0.0006600,0.2372,0.0041912,536.64,0.0000000,0.00,0.0041912,536.64,0.0012379,158.50,0.0000000,0.00,0.0012379,158.50,2023-07-01 22:11:25,-0.0001566,-55.0044,-7042.8226,0,Close,59.29,
3462,2,2,CC DChg,06:21:30,28:48:14,-0.0006600,0.2371,0.0041967,537.35,0.0000000,0.00,0.0041967,537.35,0.0012392,158.67,0.0000000,0.00,0.0012392,158.67,2023-07-01 22:11:55,-0.0001565,-55.0044,-7042.8226,0,Close,59.37,
3463,2,2,CC DChg,06:22:00,28:48:44,-0.0006600,0.2370,0.0042022,538.05,0.0000000,0.00,0.0042022,538.05,0.0012405,158.84,0.0000000,0.00,0.0012405,158.84,2023-07-01 22:12:25,-0.0001564,-54.9973,-7041.9121,0,Close,59.44,
3464,2,2,CC DChg,06:22:30,28:49:14,-0.0006600,0.2368,0.0042077,538.76,0.0000000,0.00,0.0042077,538.76,0.0012418,159.00,0.0000000,0.00,0.0012418,159.00,2023-07-01 22:12:55,-0.0001563,-27.5022,-3521.4113,0,Close,59.52,
3465,2,2,CC DChg,06:23:00,28:49:44,-0.0006600,0.2367,0.0042132,539.46,0.0000000,0.00,0.0042132,539.46,0.0012431,159.17,0.0000000,0.00,0.0012431,159.17,2023-07-01 22:13:25,-0.0001562,-55.0044,-7042.8226,0,Close,59.60,
3466,2,2,CC DChg,06:23:30,28:50:14,-0.0006600,0.2366,0.0042187,540.16,0.0000000,0.00,0.0042187,540.16,0.0012444,159.34,0.0000000,0.00,0.0012444,159.34,2023-07-01 22:13:55,-0.0001562,-55.0044,-7042.8226,0,Close,59.68,
3467,2,2,CC DChg,06:24:00,28:50:44,-0.0006600,0.2365,0.0042242,540.87,0.0000000,0.00,0.0042242,540.87,0.0012457,159.50,0.0000000,0.00,0.0012457,159.50,2023-07-01 22:14:25,-0.0001561,-55.0009,-7042.3673,0,Close,59.75,
3468,2,2,CC DChg,06:24:30,28:51:14,-0.0006600,0.2364,0.0042297,541.57,0.0000000,0.00,0.0042297,541.57,0.0012470,159.67,0.0000000,0.00,0.0012470,159.67,2023-07-01 22:14:55,-0.0001560,-55.0044,-7042.8226,0,Close,59.83,
3469,2,2,CC DChg,06:25:00,28:51:44,-0.0006600,0.2362,0.0042352,542.28,0.0000000,0.00,0.0042352,542.28,0.0012483,159.84,0.0000000,0.00,0.0012483,159.84,2023-07-01 22:15:25,-0.0001559,-27.5004,-3521.1837,0,Close,59.91,
3470,2,2,CC DChg,06:25:30,28:52:14,-0.0006600,0.2361,0.0042407,542.98,0.0000000,0.00,0.0042407,542.98,0.0012496,160.00,0.0000000,0.00,0.0012496,160.00,2023-07-01 22:15:55,-0.0001558,-55.0009,-7042.3673,0,Close,59.99,
3471,2,2,CC DChg,06:26:00,28:52:44,-0.0006600,0.2360,0.0042462,543.69,0.0000000,0.00,0.0042462,543.69,0.0012509,160.17,0.0000000,0.00,0.0012509,160.17,2023-07-01 22:16:25,-0.0001558,-55.0044,-7042.8226,0,Close,60.07,
3472,2,2,CC DChg,06:26:30,28:53:14,-0.0006600,0.2359,0.0042517,544.39,0.0000000,0.00,0.0042517,544.39,0.0012522,160.33,0.0000000,0.00,0.0012522,160.33,2023-07-01 22:16:55,-0.0001557,-55.0009,-7042.3673,0,Close,60.14,
3473,2,2,CC DChg,06:27:00,28:53:44,-0.0006600,0.2358,0.0042572,545.09,0.0000000,0.00,0.0042572,545.09,0.0012535,160.50,0.0000000,0.00,0.0012535,160.50,2023-07-01 22:17:25,-0.0001556,-55.0044,-7042.8226,0,Close,60.22,
3474,2,2,CC DChg,06:27:30,28:54:14,-0.0006600,0.2356,0.0042627,545.80,0.0000000,0.00,0.0042627,545.80,0.0012548,160.67,0.0000000,0.00,0.0012548,160.67,2023-07-01 22:17:55,-0.0001555,-27.5004,-3521.1837,0,Close,60.30,
3475,2,2,CC DChg,06:28:00,28:54:44,-0.0006600,0.2355,0.0042682,546.50,0.0000000,0.00,0.0042682,546.50,0.0012561,160.83,0.0000000,0.00,0.0012561,160.83,2023-07-01 22:18:25,-0.0001554,-55.0009,-7042.3673,0,Close,60.38,
3476,2,2,CC DChg,06:28:30,28:55:14,-0.0006600,0.2354,0.0042737,547.21,0.0000000,0.00,0.0042737,547.21,0.0012574,161.00,0.0000000,0.00,0.0012574,161.00,2023-07-01 22:18:55,-0.0001554,-55.0080,-7043.2778,0,Close,60.46,
3477,2,2,CC DChg,06:29:00,28:55:44,-0.0006600,0.2353,0.0042792,547.91,0.0000000,0.00,0.0042792,547.91,0.0012587,161.16,0.0000000,0.00,0.0012587,161.16,2023-07-01 22:19:25,-0.0001553,-54.9973,-7041.9121,0,Close,60.53,
3478,2,2,CC DChg,06:29:30,28:56:14,-0.0006600,0.2352,0.0042847,548.62,0.0000000,0.00,0.0042847,548.62,0.0012600,161.33,0.0000000,0.00,0.0012600,161.33,2023-07-01 22:19:55,-0.0001552,-55.0009,-7042.3673,0,Close,60.61,
3479,2,2,CC DChg,06:30:00,28:56:44,-0.0006600,0.2351,0.0042902,549.32,0.0000000,0.00,0.0042902,549.32,0.0012613,161.50,0.0000000,0.00,0.0012613,161.50,2023-07-01 22:20:25,-0.0001552,-55.0080,-7043.2778,0,Close,60.69,
3480,2,2,CC DChg,06:30:30,28:57:14,-0.0006600,0.2349,0.0042957,550.02,0.0000000,0.00,0.0042957,550.02,0.0012626,161.66,0.0000000,0.00,0.0012626,161.66,2023-07-01 22:20:55,-0.0001550,-27.4987,-3520.9560,0,Close,60.77,
3481,2,2,CC DChg,06:31:00,28:57:44,-0.0006600,0.2348,0.0043012,550.73,0.0000000,0.00,0.0043012,550.73,0.0012639,161.83,0.0000000,0.00,0.0012639,161.83,2023-07-01 22:21:25,-0.0001550,-55.0009,-7042.3673,0,Close,60.84,
3482,2,2,CC DChg,06:31:30,28:58:14,-0.0006600,0.2347,0.0043067,551.43,0.0000000,0.00,0.0043067,551.43,0.0012652,161.99,0.0000000,0.00,0.0012652,161.99,2023-07-01 22:21:55,-0.0001549,-55.0080,-7043.2778,0,Close,60.92,
3483,2,2,CC DChg,06:32:00,28:58:44,-0.0006600,0.2346,0.0043122,552.14,0.0000000,0.00,0.0043122,552.14,0.0012664,162.16,0.0000000,0.00,0.0012664,162.16,2023-07-01 22:22:25,-0.0001548,-54.9973,-7041.9121,0,Close,61.00,
3484,2,2,CC DChg,06:32:30,28:59:14,-0.0006600,0.2344,0.0043177,552.84,0.0000000,0.00,0.0043177,552.84,0.0012677,162.32,0.0000000,0.00,0.0012677,162.32,2023-07-01 22:22:55,-0.0001547,-27.5040,-3521.6389,0,Close,61.08,
3485,2,2,CC DChg,06:33:00,28:59:44,-0.0006600,0.2343,0.0043232,553.55,0.0000000,0.00,0.0043232,553.55,0.0012690,162.49,0.0000000,0.00,0.0012690,162.49,2023-07-01 22:23:25,-0.0001546,-55.0009,-7042.3673,0,Close,61.16,
3486,2,2,CC DChg,06:33:30,29:00:14,-0.0006600,0.2342,0.0043287,554.25,0.0000000,0.00,0.0043287,554.25,0.0012703,162.65,0.0000000,0.00,0.0012703,162.65,2023-07-01 22:23:55,-0.0001546,-54.9973,-7041.9121,0,Close,61.23,
3487,2,2,CC DChg,06:34:00,29:00:44,-0.0006600,0.2341,0.0043342,554.95,0.0000000,0.00,0.0043342,554.95,0.0012716,162.82,0.0000000,0.00,0.0012716,162.82,2023-07-01 22:24:25,-0.0001545,-55.0080,-7043.2778,0,Close,61.31,
